game_id,play_id,source_play_id,frame_id,nfl_id,player_label,player_side,player_position,x,y,node_stress,frame_dci,frame_dis
2023121009,2023121009_2926,2926,1,53887,DE #53887,Defense,DE,51.583,22.038,0.367379,0.582618,0.000000
2023121009,2023121009_2926,2926,1,52792,DT #52792,Defense,DT,52.107,30.9,0.373608,0.582618,0.000000
2023121009,2023121009_2926,2926,1,46144,DT #46144,Defense,DT,53.962,31.104,0.420452,0.582618,0.000000
2023121009,2023121009_2926,2926,1,54568,OLB #54568,Defense,OLB,52.742,31.005,0.386140,0.582618,0.000000
2023121009,2023121009_2926,2926,1,41595,NT #41595,Defense,NT,51.348,17.976,0.706142,0.582618,0.000000
2023121009,2023121009_2926,2926,1,54495,DE #54495,Defense,DE,51.433,29.903,0.295715,0.582618,0.000000
2023121009,2023121009_2926,2926,1,52471,ILB #52471,Defense,ILB,51.49,21.991,0.372240,0.582618,0.000000
2023121009,2023121009_2926,2926,1,43290,QB #43290,Offense,QB,48.598,26.918,0.0,0.582618,0.000000
2023121009,2023121009_2926,2926,1,44930,WR #44930,Offense,WR,49.679,15.997,0.0,0.582618,0.000000
2023121009,2023121009_2926,2926,1,52423,WR #52423,Offense,WR,49.683,30.997,0.0,0.582618,0.000000
2023121009,2023121009_2926,2926,1,56513,RB #56513,Offense,RB,49.902,26.935,0.0,0.582618,0.000000
2023121009,2023121009_2926,2926,2,53887,DE #53887,Defense,DE,51.67,21.897,0.391954,0.573337,0.149777
2023121009,2023121009_2926,2926,2,52792,DT #52792,Defense,DT,52.044,30.922,0.394213,0.573337,0.149777
2023121009,2023121009_2926,2926,2,46144,DT #46144,Defense,DT,52.537,30.891,0.383534,0.573337,0.149777
2023121009,2023121009_2926,2926,2,54568,OLB #54568,Defense,OLB,52.583,30.903,0.383977,0.573337,0.149777
2023121009,2023121009_2926,2926,2,41595,NT #41595,Defense,NT,54.067,17.782,0.716599,0.573337,0.149777
2023121009,2023121009_2926,2926,2,54495,DE #54495,Defense,DE,54.708,29.982,0.328048,0.573337,0.149777
2023121009,2023121009_2926,2926,2,52471,ILB #52471,Defense,ILB,54.905,21.996,0.388314,0.573337,0.149777
2023121009,2023121009_2926,2926,2,43290,QB #43290,Offense,QB,48.962,26.635,0.0,0.573337,0.149777
2023121009,2023121009_2926,2926,2,44930,WR #44930,Offense,WR,49.472,16.031,0.0,0.573337,0.149777
2023121009,2023121009_2926,2926,2,52423,WR #52423,Offense,WR,49.712,30.774,0.0,0.573337,0.149777
2023121009,2023121009_2926,2926,2,56513,RB #56513,Offense,RB,49.747,26.475,0.0,0.573337,0.149777
2023121009,2023121009_2926,2926,3,53887,DE #53887,Defense,DE,51.881,22.054,0.369702,0.579719,0.129360
2023121009,2023121009_2926,2926,3,52792,DT #52792,Defense,DT,52.045,31.038,0.380545,0.579719,0.129360
2023121009,2023121009_2926,2926,3,46144,DT #46144,Defense,DT,53.813,30.936,0.394072,0.579719,0.129360
2023121009,2023121009_2926,2926,3,54568,OLB #54568,Defense,OLB,51.076,30.962,0.386278,0.579719,0.129360
2023121009,2023121009_2926,2926,3,41595,NT #41595,Defense,NT,54.758,18.166,0.723522,0.579719,0.129360
2023121009,2023121009_2926,2926,3,54495,DE #54495,Defense,DE,51.12,30.041,0.311472,0.579719,0.129360
2023121009,2023121009_2926,2926,3,52471,ILB #52471,Defense,ILB,51.001,22.133,0.376379,0.579719,0.129360
2023121009,2023121009_2926,2926,3,43290,QB #43290,Offense,QB,48.969,26.431,0.0,0.579719,0.129360
2023121009,2023121009_2926,2926,3,44930,WR #44930,Offense,WR,49.376,15.703,0.0,0.579719,0.129360
2023121009,2023121009_2926,2926,3,52423,WR #52423,Offense,WR,49.577,31.077,0.0,0.579719,0.129360
2023121009,2023121009_2926,2926,3,56513,RB #56513,Offense,RB,49.548,27.301,0.0,0.579719,0.129360
2023121009,2023121009_2926,2926,4,53887,DE #53887,Defense,DE,54.358,21.835,0.396974,0.574748,0.111480
2023121009,2023121009_2926,2926,4,52792,DT #52792,Defense,DT,52.092,30.98,0.388427,0.574748,0.111480
2023121009,2023121009_2926,2926,4,46144,DT #46144,Defense,DT,51.184,31.359,0.440661,0.574748,0.111480
2023121009,2023121009_2926,2926,4,54568,OLB #54568,Defense,OLB,53.881,30.932,0.381074,0.574748,0.111480
2023121009,2023121009_2926,2926,4,41595,NT #41595,Defense,NT,54.238,18.061,0.703716,0.574748,0.111480
2023121009,2023121009_2926,2926,4,54495,DE #54495,Defense,DE,52.266,29.843,0.292838,0.574748,0.111480
2023121009,2023121009_2926,2926,4,52471,ILB #52471,Defense,ILB,53.63,21.983,0.373077,0.574748,0.111480
2023121009,2023121009_2926,2926,4,43290,QB #43290,Offense,QB,49.318,26.573,0.0,0.574748,0.111480
2023121009,2023121009_2926,2926,4,44930,WR #44930,Offense,WR,48.57,16.467,0.0,0.574748,0.111480
2023121009,2023121009_2926,2926,4,52423,WR #52423,Offense,WR,48.997,30.314,0.0,0.574748,0.111480
2023121009,2023121009_2926,2926,4,56513,RB #56513,Offense,RB,49.707,25.311,0.0,0.574748,0.111480
2023121009,2023121009_2926,2926,5,53887,DE #53887,Defense,DE,55.078,21.682,0.421157,0.571697,0.053510
2023121009,2023121009_2926,2926,5,52792,DT #52792,Defense,DT,53.824,30.945,0.373034,0.571697,0.053510
2023121009,2023121009_2926,2926,5,46144,DT #46144,Defense,DT,53.102,31.386,0.410058,0.571697,0.053510
2023121009,2023121009_2926,2926,5,54568,OLB #54568,Defense,OLB,53.581,31.244,0.396996,0.571697,0.053510
2023121009,2023121009_2926,2926,5,41595,NT #41595,Defense,NT,51.334,17.803,0.745197,0.571697,0.053510
2023121009,2023121009_2926,2926,5,54495,DE #54495,Defense,DE,53.418,30.04,0.296661,0.571697,0.053510
2023121009,2023121009_2926,2926,5,52471,ILB #52471,Defense,ILB,54.113,22.266,0.355019,0.571697,0.053510
2023121009,2023121009_2926,2926,5,43290,QB #43290,Offense,QB,49.093,26.884,0.0,0.571697,0.053510
2023121009,2023121009_2926,2926,5,44930,WR #44930,Offense,WR,49.291,15.42,0.0,0.571697,0.053510
2023121009,2023121009_2926,2926,5,52423,WR #52423,Offense,WR,48.615,30.854,0.0,0.571697,0.053510
2023121009,2023121009_2926,2926,5,56513,RB #56513,Offense,RB,49.786,26.588,0.0,0.571697,0.053510
2023121009,2023121009_2926,2926,6,53887,DE #53887,Defense,DE,54.463,21.736,0.403049,0.582102,0.159376
2023121009,2023121009_2926,2926,6,52792,DT #52792,Defense,DT,52.102,30.772,0.390440,0.582102,0.159376
2023121009,2023121009_2926,2926,6,46144,DT #46144,Defense,DT,52.146,30.651,0.380179,0.582102,0.159376
2023121009,2023121009_2926,2926,6,54568,OLB #54568,Defense,OLB,51.261,30.704,0.395029,0.582102,0.159376
2023121009,2023121009_2926,2926,6,41595,NT #41595,Defense,NT,51.652,18.234,0.657706,0.582102,0.159376
2023121009,2023121009_2926,2926,6,54495,DE #54495,Defense,DE,50.868,29.151,0.283665,0.582102,0.159376
2023121009,2023121009_2926,2926,6,52471,ILB #52471,Defense,ILB,54.067,21.411,0.415220,0.582102,0.159376
2023121009,2023121009_2926,2926,6,43290,QB #43290,Offense,QB,49.069,26.448,0.0,0.582102,0.159376
2023121009,2023121009_2926,2926,6,44930,WR #44930,Offense,WR,47.68,15.426,0.0,0.582102,0.159376
2023121009,2023121009_2926,2926,6,52423,WR #52423,Offense,WR,48.768,30.811,0.0,0.582102,0.159376
2023121009,2023121009_2926,2926,6,56513,RB #56513,Offense,RB,49.457,26.337,0.0,0.582102,0.159376
2023121009,2023121009_2926,2926,7,53887,DE #53887,Defense,DE,53.76,21.614,0.418646,0.568297,0.055909
2023121009,2023121009_2926,2926,7,52792,DT #52792,Defense,DT,50.673,30.737,0.384537,0.568297,0.055909
2023121009,2023121009_2926,2926,7,46144,DT #46144,Defense,DT,51.555,30.845,0.373594,0.568297,0.055909
2023121009,2023121009_2926,2926,7,54568,OLB #54568,Defense,OLB,52.826,31.265,0.405189,0.568297,0.055909
2023121009,2023121009_2926,2926,7,41595,NT #41595,Defense,NT,51.697,17.997,0.704580,0.568297,0.055909
2023121009,2023121009_2926,2926,7,54495,DE #54495,Defense,DE,54.517,30.329,0.372830,0.568297,0.055909
2023121009,2023121009_2926,2926,7,52471,ILB #52471,Defense,ILB,51.25,22.213,0.362549,0.568297,0.055909
2023121009,2023121009_2926,2926,7,43290,QB #43290,Offense,QB,49.176,26.709,0.0,0.568297,0.055909
2023121009,2023121009_2926,2926,7,44930,WR #44930,Offense,WR,47.539,15.7,0.0,0.568297,0.055909
2023121009,2023121009_2926,2926,7,52423,WR #52423,Offense,WR,47.518,31.35,0.0,0.568297,0.055909
2023121009,2023121009_2926,2926,7,56513,RB #56513,Offense,RB,48.886,25.054,0.0,0.568297,0.055909
2023121009,2023121009_2926,2926,8,53887,DE #53887,Defense,DE,52.63,22.004,0.365740,0.568171,0.036668
2023121009,2023121009_2926,2926,8,52792,DT #52792,Defense,DT,53.625,30.975,0.391001,0.568171,0.036668
2023121009,2023121009_2926,2926,8,46144,DT #46144,Defense,DT,50.381,31.272,0.447208,0.568171,0.036668
2023121009,2023121009_2926,2926,8,54568,OLB #54568,Defense,OLB,54.041,30.775,0.384012,0.568171,0.036668
2023121009,2023121009_2926,2926,8,41595,NT #41595,Defense,NT,53.835,17.872,0.717306,0.568171,0.036668
2023121009,2023121009_2926,2926,8,54495,DE #54495,Defense,DE,51.061,30.073,0.332918,0.568171,0.036668
2023121009,2023121009_2926,2926,8,52471,ILB #52471,Defense,ILB,52.736,21.779,0.384619,0.568171,0.036668
2023121009,2023121009_2926,2926,8,43290,QB #43290,Offense,QB,48.862,27.006,0.0,0.568171,0.036668
2023121009,2023121009_2926,2926,8,44930,WR #44930,Offense,WR,48.677,15.286,0.0,0.568171,0.036668
2023121009,2023121009_2926,2926,8,52423,WR #52423,Offense,WR,47.937,30.738,0.0,0.568171,0.036668
2023121009,2023121009_2926,2926,8,56513,RB #56513,Offense,RB,49.476,29.228,0.0,0.568171,0.036668
2023121009,2023121009_2926,2926,9,53887,DE #53887,Defense,DE,52.695,22.448,0.337407,0.602847,0.064433
2023121009,2023121009_2926,2926,9,52792,DT #52792,Defense,DT,52.386,31.654,0.430679,0.602847,0.064433
2023121009,2023121009_2926,2926,9,46144,DT #46144,Defense,DT,52.359,30.556,0.339193,0.602847,0.064433
2023121009,2023121009_2926,2926,9,54568,OLB #54568,Defense,OLB,51.795,30.851,0.367198,0.602847,0.064433
2023121009,2023121009_2926,2926,9,41595,NT #41595,Defense,NT,51.808,18.577,0.660893,0.602847,0.064433
2023121009,2023121009_2926,2926,9,54495,DE #54495,Defense,DE,52.256,29.462,0.248288,0.602847,0.064433
2023121009,2023121009_2926,2926,9,52471,ILB #52471,Defense,ILB,53.476,21.853,0.396415,0.602847,0.064433
2023121009,2023121009_2926,2926,9,43290,QB #43290,Offense,QB,49.338,26.796,0.0,0.602847,0.064433
2023121009,2023121009_2926,2926,9,44930,WR #44930,Offense,WR,47.995,15.651,0.0,0.602847,0.064433
2023121009,2023121009_2926,2926,9,52423,WR #52423,Offense,WR,47.842,30.523,0.0,0.602847,0.064433
2023121009,2023121009_2926,2926,9,56513,RB #56513,Offense,RB,49.032,26.197,0.0,0.602847,0.064433
2023121009,2023121009_2926,2926,10,53887,DE #53887,Defense,DE,51.167,21.258,0.432701,0.585620,0.042675
2023121009,2023121009_2926,2926,10,52792,DT #52792,Defense,DT,53.216,31.318,0.422901,0.585620,0.042675
2023121009,2023121009_2926,2926,10,46144,DT #46144,Defense,DT,52.517,30.581,0.354571,0.585620,0.042675
2023121009,2023121009_2926,2926,10,54568,OLB #54568,Defense,OLB,54.014,30.463,0.373821,0.585620,0.042675
2023121009,2023121009_2926,2926,10,41595,NT #41595,Defense,NT,51.426,18.002,0.697799,0.585620,0.042675
2023121009,2023121009_2926,2926,10,54495,DE #54495,Defense,DE,52.141,30.013,0.306758,0.585620,0.042675
2023121009,2023121009_2926,2926,10,52471,ILB #52471,Defense,ILB,51.346,22.702,0.312112,0.585620,0.042675
2023121009,2023121009_2926,2926,10,43290,QB #43290,Offense,QB,48.826,26.1,0.0,0.585620,0.042675
2023121009,2023121009_2926,2926,10,44930,WR #44930,Offense,WR,46.806,16.203,0.0,0.585620,0.042675
2023121009,2023121009_2926,2926,10,52423,WR #52423,Offense,WR,48.46,30.714,0.0,0.585620,0.042675
2023121009,2023121009_2926,2926,10,56513,RB #56513,Offense,RB,49.573,30.172,0.0,0.585620,0.042675
2023121009,2023121009_2926,2926,11,53887,DE #53887,Defense,DE,54.108,21.349,0.424888,0.565054,0.110988
2023121009,2023121009_2926,2926,11,52792,DT #52792,Defense,DT,52.836,30.735,0.367934,0.565054,0.110988
2023121009,2023121009_2926,2926,11,46144,DT #46144,Defense,DT,53.894,31.07,0.402840,0.565054,0.110988
2023121009,2023121009_2926,2926,11,54568,OLB #54568,Defense,OLB,52.457,31.043,0.395839,0.565054,0.110988
2023121009,2023121009_2926,2926,11,41595,NT #41595,Defense,NT,53.187,17.9,0.702060,0.565054,0.110988
2023121009,2023121009_2926,2926,11,54495,DE #54495,Defense,DE,51.844,30.5,0.360878,0.565054,0.110988
2023121009,2023121009_2926,2926,11,52471,ILB #52471,Defense,ILB,52.564,21.659,0.390182,0.565054,0.110988
2023121009,2023121009_2926,2926,11,43290,QB #43290,Offense,QB,48.611,26.483,0.0,0.565054,0.110988
2023121009,2023121009_2926,2926,11,44930,WR #44930,Offense,WR,46.236,16.224,0.0,0.565054,0.110988
2023121009,2023121009_2926,2926,11,52423,WR #52423,Offense,WR,47.514,30.524,0.0,0.565054,0.110988
2023121009,2023121009_2926,2926,11,56513,RB #56513,Offense,RB,48.593,30.108,0.0,0.565054,0.110988
2023121009,2023121009_2926,2926,12,53887,DE #53887,Defense,DE,54.32,22.162,0.378030,0.592023,0.090644
2023121009,2023121009_2926,2926,12,52792,DT #52792,Defense,DT,51.546,30.597,0.365847,0.592023,0.090644
2023121009,2023121009_2926,2926,12,46144,DT #46144,Defense,DT,53.919,31.109,0.417921,0.592023,0.090644
2023121009,2023121009_2926,2926,12,54568,OLB #54568,Defense,OLB,53.683,30.361,0.352566,0.592023,0.090644
2023121009,2023121009_2926,2926,12,41595,NT #41595,Defense,NT,50.512,18.771,0.648901,0.592023,0.090644
2023121009,2023121009_2926,2926,12,54495,DE #54495,Defense,DE,51.681,29.647,0.286151,0.592023,0.090644
2023121009,2023121009_2926,2926,12,52471,ILB #52471,Defense,ILB,51.665,21.497,0.406420,0.592023,0.090644
2023121009,2023121009_2926,2926,12,43290,QB #43290,Offense,QB,48.668,26.424,0.0,0.592023,0.090644
2023121009,2023121009_2926,2926,12,44930,WR #44930,Offense,WR,47.623,15.486,0.0,0.592023,0.090644
2023121009,2023121009_2926,2926,12,52423,WR #52423,Offense,WR,47.141,30.958,0.0,0.592023,0.090644
2023121009,2023121009_2926,2926,12,56513,RB #56513,Offense,RB,49.421,26.037,0.0,0.592023,0.090644
2023121009,2023121009_2926,2926,13,53887,DE #53887,Defense,DE,51.915,21.705,0.396644,0.570632,0.054468
2023121009,2023121009_2926,2926,13,52792,DT #52792,Defense,DT,52.384,32.145,0.479969,0.570632,0.054468
2023121009,2023121009_2926,2926,13,46144,DT #46144,Defense,DT,50.869,30.57,0.380690,0.570632,0.054468
2023121009,2023121009_2926,2926,13,54568,OLB #54568,Defense,OLB,54.354,30.406,0.360754,0.570632,0.054468
2023121009,2023121009_2926,2926,13,41595,NT #41595,Defense,NT,51.805,18.816,0.636248,0.570632,0.054468
2023121009,2023121009_2926,2926,13,54495,DE #54495,Defense,DE,54.174,29.892,0.315433,0.570632,0.054468
2023121009,2023121009_2926,2926,13,52471,ILB #52471,Defense,ILB,53.569,21.234,0.435841,0.570632,0.054468
2023121009,2023121009_2926,2926,13,43290,QB #43290,Offense,QB,48.877,26.935,0.0,0.570632,0.054468
2023121009,2023121009_2926,2926,13,44930,WR #44930,Offense,WR,45.547,15.293,0.0,0.570632,0.054468
2023121009,2023121009_2926,2926,13,52423,WR #52423,Offense,WR,45.516,31.921,0.0,0.570632,0.054468
2023121009,2023121009_2926,2926,13,56513,RB #56513,Offense,RB,48.372,23.669,0.0,0.570632,0.054468
2023121009,2023121009_2926,2926,14,53887,DE #53887,Defense,DE,53.348,21.694,0.402078,0.560909,0.038858
